"","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength"
"12308","customer",NA,1,NA,2017-09-13,2017-09-14,TRUE,"Very good thank you","Very good thank you","Thanks a million 👍",19
"12309","TINFLE",NA,1,NA,2017-09-13,2017-09-14,TRUE,"Thanks for all","Thanks for all","😀",14
"12310","Klaudia Balogh",NA,1,NA,2017-09-13,2017-09-14,TRUE,"Hello Monese🙂","Hello Monese🙂","Hi Klaudia!  Welcome to Monese.  😀",13
"12311","taavet laimets",NA,1,NA,2017-09-13,2017-09-14,TRUE,"There's no way to insert cash in …","There's no way to insert cash in estonia and for that reason i ordered it.","Darn!  Sorry to hear that Taavet.  Yes - you are right, we don't have it yet, but we are working on cash deposit facilities across Europe so bear with us if you can.  Let us know where you live in Estonia as that will also help us as we plan our next steps.",74
"12312","L.Williams",NA,1,NA,2017-09-12,2017-09-14,TRUE,"No problems 👍🏻👍🏻","No problems 👍🏻👍🏻","👍",16
"12313","Calunia",NA,1,NA,2017-09-12,2017-09-14,TRUE,"Carlin","Good cervice","Thanks Calunia",12
"12314","David",NA,1,NA,2017-09-12,2017-09-14,TRUE,"Great","Great ! no problems ! :)","Great to hear.  😃",24
"12315","customer",NA,1,NA,2017-09-12,2017-09-14,TRUE,"good im very happy ,only from france …","good im very happy ,only from france little hard to put cash .but is very good acount .","We are working on that bit.   Hopefully more news for you soon.",87
"12316","Mario",NA,2,NA,2017-09-12,2017-09-14,TRUE,"Great bank very quick and very practical","Great bank very quick and very practical","Thanks Mario.  Always good to be of service.",40
"12317","Tracey Marie hartnett",NA,1,NA,2017-09-12,2017-09-14,TRUE,"I was dealing with a lively woman …","I was dealing with a lively woman called juillian so was so polite so helpful I was very happy with the service thank you","Thank you Tracey.  We are always proud of our amazing customer support team.  🎉",121
"12318","Petter Lindskog","https://user-images.trustpilot.com/559d6f720000ff0001cb5fb5/73x73.png",4,NA,2017-09-12,2017-09-14,TRUE,"Really nice","Really nice. Fast delivery of the cart. Easy to use and no hidden fees. Great support as well. My only request - more ways do deposit money (for example Paypal or Trusty). But great service.","Thanks Petter - You can transfer between our GBP£ accounts and Paypal, but we are aware that there could be better syncing between us and Paypal.  We are working on this with them at the moment.  More news soon",190
"12319","Jacki",NA,6,NA,2017-09-12,2017-09-14,TRUE,"My only gripe being I can't transfer …","My only gripe being I can't transfer money from the app to another bank account, everything else runs perfectly","Hi Jacki - that should all work smoothly.  Please contact us at support@monese.com, through the in-app chat or on the phone and let us know what specific issues you are having and we will hunt it down for you.",111
"12320","customer",NA,1,NA,2017-09-12,2017-09-14,TRUE,"To be honest..","To be honest... I couldn't wish more from my Monese account,it's all you need in one app...brilliant","Thank you for such a glowing review and for taking the time.  It always means a lot.  😀",100
"12321","Valentin",NA,2,NA,2017-09-12,2017-09-14,TRUE,"They are serious and they want the best …","They are serious and they want the best for customers...","We really do.  We are definitely human and will get somethings wrong, but we really do want the best for all of you.",56
"12322","Catalin",NA,1,NA,2017-09-12,2017-09-14,TRUE,"All working perfectly","All working perfectly! I'm happy with Monese!","😃",45
"12323","customer",NA,1,NA,2017-09-11,2017-09-14,TRUE,"Easy to set up an account and received …","Easy to set up an account and received a contactless card in less than week - would highly recommend to to someone looking to open a new account when moving to the UK!","👍",167
"12324","Mladen Belobaba",NA,2,NA,2017-09-11,2017-09-14,TRUE,"For now ewerithing is great...","For now ewerithing is great.... Tnx Monese","Absolutely our pleasure.  😀",42
"12325","customer",NA,1,NA,2017-09-11,2017-09-14,TRUE,"The staff was really good and helpful …","The staff was really good and helpful until now as I am new let's see if it stays the same..","We will try our hardest - always.  😀",92
"12326","customer",NA,1,NA,2017-09-11,2017-09-14,TRUE,"I dont have the money on account but …","I dont have the money on account but for the moment i chant say too much.","We appreciate that, but do let us know when you have used it for a while.  Thanks for letting us know.",73
"12327","customer",NA,2,NA,2017-09-11,2017-09-14,TRUE,"Good service!","Good service!","👍",13
"12328","customer",NA,1,NA,2017-09-11,2017-09-14,TRUE,"I think monese is gonna be great soon","I think monese is gonna be great soon. I mean allowing an avarage man to own a bank account is nothing but a great future for every one.","We want banking to be easily available to everyone who needs it, wherever they are.",136
"12329","Robertas",NA,1,NA,2017-09-11,2017-09-14,TRUE,"Very good","Very good account","Thanks Robertas",17
"12330","Mike Rowen",NA,1,NA,2017-09-11,2017-09-14,TRUE,"Great banking!","I liked the easy-to-use interface of the app and the promptness of the support team! Keep it up! ;-)","We will certainly be trying very hard to do just that Mike.  😃",100
"12331","Patrick",NA,1,NA,2017-09-11,2017-09-14,TRUE,"Simple, convenient & great FX rates","I have always loved the simplicity, convenience and great FX rates. But now providing the capability to have a GBP & EUR account in the same App. Fantastic and very useful for me. Transferring between accounts is also a very easy one-step process and completed within minutes.","Great to here that our new Euro accounts and the easy transfer is working well for you Patrick.  Don't hesitate to get in touch and let us know what else we can do to improve things.",276
"12332","Mr Neil Hawkesford",NA,2,NA,2017-09-11,2017-09-14,TRUE,"First impression very good","First impression very good. Easy online setup and cards arrived quickly.","Thanks for taking the time to leave a review - always hugely appreciated.The Monese team",72
"12333","customer",NA,1,NA,2017-09-11,2017-09-14,TRUE,"It;s a great app","It;s a great app","👍",16
"12334","V.K",NA,2,NA,2017-09-11,2017-09-14,TRUE,"Easy","Easy, friendly, very quick","👍",26
"12335","customer",NA,1,NA,2017-09-11,2017-09-14,TRUE,"A good mobile bank with very good …","A good mobile bank with very good service does excatly what they say they are going to do no problems whats so ever.highly recommended","Thanks so much",134
"12336","customer",NA,1,NA,2017-09-10,2017-09-11,TRUE,"Best Choice","Best Service using a monese card abroad","Thank you.  Using your Monese card when you travel is one of the cheapest ways to spend - spend at the mid-market rate and only 0.5% fee on each transaction.",39
"12337","customer",NA,2,NA,2017-09-10,2017-09-11,TRUE,"Very good bank","Very good bank","Thank you so much for taking the time to leave a review.  We always hugely appreciate it",14
"12338","customer",NA,1,NA,2017-09-10,2017-09-11,TRUE,"👏🏻👏🏻👏🏻","👏🏻👏🏻👏🏻👏🏻👏🏻","👍",10
"12339","customer",NA,1,NA,2017-09-10,2017-09-10,TRUE,"I wait for a card for three weeks","I wait for a card for three weeks","Hi there,Really sorry to hear that you have been waiting for your card for a while.  We can see from our records that it was dispatched 2 days after you ordered it, which must mean that it has been delayed in the postal service.  We have cancelled that card and ordered a replacement for you.  It should be dispatched to you within 48 hours.Please don't hesitate to let us know if you have any other issues.The Monese team",33
"12340","Danny",NA,2,NA,2017-09-10,2017-09-10,TRUE,"I don't like that you switch Visa with …","I don't like that you switch Visa with Mastercard. I have an account on Skrill and with Visa I could upload my account instant, but with Mastercard I can not","Hi Danny,We are investigating your issue with Skrill and will come back to you asap.The Monese team",157
"12341","Saul (London)",NA,1,NA,2017-09-10,2017-09-10,TRUE,"The only TRULY bank in the UK where I …","The only TRULY bank in the UK where I could get an account. I don't get the mood of other banks, but Monese... Whoa!","Thanks Saul 👍",116
"12342","customer",NA,1,NA,2017-09-10,2017-09-10,TRUE,"Top👍👍👍👍","Top👍👍👍👍","😀",7
"12343","Henry",NA,1,NA,2017-09-10,2017-09-10,TRUE,"Perfect service","Perfect service. Revolution in financial sector.","Thanks Henry - we are trying to make sure everybody has access to a good banking service - wherever they are and whatever their circumstances 😀",48
"12344","motocia ionut",NA,2,NA,2017-09-10,2017-09-10,TRUE,"You are the best im very happy with you.","You are the best im very happy with you.","And we are happy you are with us",40
"12345","customer",NA,1,NA,2017-09-09,2017-09-10,TRUE,"Fast easy and clear","Fast easy and clear","👍",19
"12346","customer",NA,1,NA,2017-09-09,2017-09-10,TRUE,"I didn't used that much but it's very …","I didn't used that much but it's very easy to open an account, especially to the people who just arrived in U.K.","Looking forward to hearing more when you have had a chance to use the service a little more.",112
"12347","customer",NA,1,NA,2017-09-09,2017-09-10,TRUE,"I am very happy that made an account …","I am very happy that i made an account with Monese, it took only a few minutes to set up the account, and  the debit card arrived in a few days. Keep at it.","Will will try our hardest - always  😀",156
"12348","Michael",NA,3,NA,2017-09-09,2017-09-10,TRUE,"Future banking today","Love the idea of having access to all my banking on the go and through a well designed app. I can imagine in the future having access to insurance products the same way à la lemonade for example!","Thanks Michael - more stuff to come on things like this.  All in the works.  🎉",195
"12349","Adrian",NA,1,NA,2017-09-09,2017-09-10,TRUE,"Excellent service","Excellent service. Great customer service. I'm happy with the services provided by monese","Thanks Adrian.The Monese Team",89
"12350","Mihai",NA,1,NA,2017-09-09,2017-09-10,TRUE,"Excellent modern banking company.","Excellent modern banking company.Easy quick no nonsense way to handle banking.Monese is what banking should be in the 21st century.","Wow!  Thanks so much for that.  It means a lot.",131
"12351","Jeremy",NA,4,NA,2017-09-09,2017-09-10,TRUE,"Easy and seamless","Great easy experience so far.","Thank you for taking the time Jeremy.  Hugely appreciated.",29
"12352","Rosie Jakab",NA,2,NA,2017-09-09,2017-09-10,TRUE,"Total win for those who have issues opening a bank account in the UK","I wasnt sure how reliable is this company, however now i am usig my card and its brilliant. the registration took less than 5 mins, 3 days later i had my card and i received money on it withing a few hours!","That is exactly how it should work Rosie.  Very happy it did for you.",206
"12353","Gennaro",NA,2,NA,2017-09-09,2017-09-10,TRUE,"An amazing service and card.","An amazing service and card.The price 4.95 is honest but, for this price, Monese should add some important features like the possibility to top up both EU and UK card via another card, and not just by bank transfer, post office or paypoint (the last two are just for the uk card).Then, it would be perfect.","Hi Gennaro - we have this in the works.  No final launch date yet, but we will keep you updated.",306
"12354","Liz",NA,1,NA,2017-09-09,2017-09-10,TRUE,"Opened the account as a second account …","Opened the account as a second account so it does hat is required. not sure if it would be worth anything as a daily account due to the costs of withdrawals and monthly fees.","Hi Liz - We do understand the bit about the monthly fee - but we feel this is the best way to be transparent - we don't hide any of our charges.  You also get 5 free ATM withdrawals a month in the UK - all local banking transactions and direct debits are included",174
